MedicineID,Medicine Name,Category,Manufacturer,Batch No,Unit Price (?),Stock Quantity,Reorder Level,Manufacture Date,Expiry Date,Supplier,Stock Value (?)
MED0583,Telmisartan 40mg,Antibiotic,Abbott India,B32706,227.19,1235,150,2025-03-15,2027-11-30,Abbott India,280579.65
MED0584,Vitamin D3 Capsule,Antidiabetic,Abbott India,B16880,82.25,1398,150,2025-03-15,2027-11-30,Abbott India,114985.5
MED0585,Paracetamol 650mg,Cardiovascular,Abbott India,B32844,158.34,712,150,2025-03-15,2027-11-30,Abbott India,112738.08
MED0586,Paracetamol 650mg,Vitamin,SunPharma Ltd,B53322,87.96,1097,150,2025-03-15,2027-11-30,SunPharma Ltd,96492.12
MED0587,Metformin 500mg,Anti-inflammatory,Zydus Healthcare,B93562,81.48,1120,150,2025-03-15,2027-11-30,Zydus Healthcare,91257.6
MED0588,Cefixime 200mg,Anti-inflammatory,Reddy Laboratories,B45911,217.14,1735,150,2025-03-15,2027-11-30,Reddy Laboratories,376737.9
MED0589,Amoxicillin 500mg,Vitamin,Abbott India,B37506,86.79,990,150,2025-03-15,2027-11-30,Abbott India,85922.1
MED0590,Cefixime 200mg,Antibiotic,Micro Labs,B97983,205.49,219,150,2025-03-15,2027-11-30,Micro Labs,45002.31
MED0591,Paracetamol 650mg,Antacid,Reddy Laboratories,B87665,111.18,85,150,2025-03-15,2027-11-30,Reddy Laboratories,9450.3
MED0592,Telmisartan 40mg,Antihistamine,SunPharma Ltd,B37027,242.11,637,150,2025-03-15,2027-11-30,SunPharma Ltd,154224.07
MED0593,Pantoprazole 40mg,Anti-inflammatory,Cipla TN,B37384,24.68,144,150,2025-03-15,2027-11-30,Cipla TN,3553.92
MED0594,Amoxicillin 500mg,Antacid,Cipla TN,B28354,208.54,1441,150,2025-03-15,2027-11-30,Cipla TN,300506.14
MED0595,Ranitidine 150mg,Vitamin,Micro Labs,B26515,246.52,1195,150,2025-03-15,2027-11-30,Micro Labs,294591.4
MED0596,Atorvastatin 10mg,Cardiovascular,Reddy Laboratories,B53915,240.13,467,150,2025-03-15,2027-11-30,Reddy Laboratories,112140.71
MED0597,Pantoprazole 40mg,Cardiovascular,Reddy Laboratories,B20933,25.94,910,150,2025-03-15,2027-11-30,Reddy Laboratories,23605.4
MED0598,Atorvastatin 10mg,Antidiabetic,Zydus Healthcare,B28888,31.01,1795,150,2025-03-15,2027-11-30,Zydus Healthcare,55662.95
MED0599,Paracetamol 650mg,Anti-inflammatory,SunPharma Ltd,B93391,116.87,471,150,2025-03-15,2027-11-30,SunPharma Ltd,55045.77
MED0600,Azithromycin 500mg,Antidiabetic,Micro Labs,B97472,220.03,164,150,2025-03-15,2027-11-30,Micro Labs,36084.92
MED0601,Diclofenac 50mg,Antacid,Zydus Healthcare,B52861,72.94,1324,150,2025-03-15,2027-11-30,Zydus Healthcare,96572.56
MED0602,Metformin 500mg,Antacid,Micro Labs,B51472,68.38,1728,150,2025-03-15,2027-11-30,Micro Labs,118160.64
MED0603,Azithromycin 500mg,Antibiotic,Reddy Laboratories,B72391,21.26,874,150,2025-03-15,2027-11-30,Reddy Laboratories,18581.24
MED0604,Cefixime 200mg,Analgesic,SunPharma Ltd,B89921,191.72,1312,150,2025-03-15,2027-11-30,SunPharma Ltd,251536.64
MED0605,Telmisartan 40mg,Antidiabetic,Abbott India,B43043,71.49,1835,150,2025-03-15,2027-11-30,Abbott India,131184.15
MED0606,Cefixime 200mg,Vitamin,SunPharma Ltd,B76345,115.61,1492,150,2025-03-15,2027-11-30,SunPharma Ltd,172490.12
MED0607,Cefixime 200mg,Cardiovascular,Abbott India,B42402,244.14,53,150,2025-03-15,2027-11-30,Abbott India,12939.42
MED0608,Azithromycin 500mg,Antacid,Abbott India,B86939,103.84,1749,150,2025-03-15,2027-11-30,Abbott India,181616.16
MED0609,Atorvastatin 10mg,Analgesic,Cipla TN,B54254,151.78,1342,150,2025-03-15,2027-11-30,Cipla TN,203688.76
MED0610,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B92151,10.65,1717,150,2025-03-15,2027-11-30,Reddy Laboratories,18286.05
MED0611,Paracetamol 650mg,Cardiovascular,Zydus Healthcare,B60354,222.64,1538,150,2025-03-15,2027-11-30,Zydus Healthcare,342420.32
MED0612,Diclofenac 50mg,Antihistamine,Cipla TN,B51999,168.23,313,150,2025-03-15,2027-11-30,Cipla TN,52655.99
MED0613,Amoxicillin 500mg,Antihistamine,Micro Labs,B42956,86.38,1021,150,2025-03-15,2027-11-30,Micro Labs,88193.98
MED0614,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B22209,67.17,1225,150,2025-03-15,2027-11-30,Micro Labs,82283.25
MED0615,Diclofenac 50mg,Cardiovascular,Cipla TN,B64345,20.72,185,150,2025-03-15,2027-11-30,Cipla TN,3833.2
MED0616,Diclofenac 50mg,Antibiotic,SunPharma Ltd,B48221,168.48,559,150,2025-03-15,2027-11-30,SunPharma Ltd,94180.32
MED0617,Amoxicillin 500mg,Antihistamine,Zydus Healthcare,B47206,169.6,998,150,2025-03-15,2027-11-30,Zydus Healthcare,169260.8
MED0618,Amoxicillin 500mg,Vitamin,Abbott India,B16716,32.32,301,150,2025-03-15,2027-11-30,Abbott India,9728.32
MED0619,Cetirizine Syrup,Analgesic,Zydus Healthcare,B40158,130.78,1216,150,2025-03-15,2027-11-30,Zydus Healthcare,159028.48
MED0620,Azithromycin 500mg,Antibiotic,Micro Labs,B61701,43.92,1950,150,2025-03-15,2027-11-30,Micro Labs,85644
MED0621,Atorvastatin 10mg,Antidiabetic,Reddy Laboratories,B19906,91.85,1306,150,2025-03-15,2027-11-30,Reddy Laboratories,119956.1
MED0622,Vitamin D3 Capsule,Cardiovascular,Reddy Laboratories,B18434,116.99,1919,150,2025-03-15,2027-11-30,Reddy Laboratories,224503.81
MED0623,Azithromycin 500mg,Antihistamine,SunPharma Ltd,B55485,145.6,32,150,2025-03-15,2027-11-30,SunPharma Ltd,4659.2
MED0624,Azithromycin 500mg,Antihistamine,Cipla TN,B82928,126.09,1802,150,2025-03-15,2027-11-30,Cipla TN,227214.18
MED0625,Cetirizine Syrup,Analgesic,Abbott India,B21766,230.85,227,150,2025-03-15,2027-11-30,Abbott India,52402.95
MED0626,Telmisartan 40mg,Antibiotic,Reddy Laboratories,B82944,191.44,1785,150,2025-03-15,2027-11-30,Reddy Laboratories,341720.4
MED0627,Atorvastatin 10mg,Antibiotic,Reddy Laboratories,B45059,227.65,790,150,2025-03-15,2027-11-30,Reddy Laboratories,179843.5
MED0628,Atorvastatin 10mg,Analgesic,Zydus Healthcare,B98373,5.07,57,150,2025-03-15,2027-11-30,Zydus Healthcare,288.99
MED0629,Telmisartan 40mg,Anti-inflammatory,Reddy Laboratories,B34104,18.93,311,150,2025-03-15,2027-11-30,Reddy Laboratories,5887.23
MED0630,Cefixime 200mg,Cardiovascular,Micro Labs,B99686,63.44,1881,150,2025-03-15,2027-11-30,Micro Labs,119330.64
MED0631,Vitamin D3 Capsule,Vitamin,Abbott India,B20844,174.35,297,150,2025-03-15,2027-11-30,Abbott India,51781.95
MED0632,Amoxicillin 500mg,Antacid,SunPharma Ltd,B27806,131.73,621,150,2025-03-15,2027-11-30,SunPharma Ltd,81804.33
MED0633,Amoxicillin 500mg,Antibiotic,Abbott India,B18250,214.8,123,150,2025-03-15,2027-11-30,Abbott India,26420.4
MED0634,Metformin 500mg,Anti-inflammatory,Micro Labs,B42206,104.65,673,150,2025-03-15,2027-11-30,Micro Labs,70429.45
MED0635,Cefixime 200mg,Antacid,Abbott India,B99579,122.98,1302,150,2025-03-15,2027-11-30,Abbott India,160119.96
MED0636,Vitamin D3 Capsule,Vitamin,Zydus Healthcare,B57470,166.75,1846,150,2025-03-15,2027-11-30,Zydus Healthcare,307820.5
MED0637,Diclofenac 50mg,Anti-inflammatory,Micro Labs,B56215,229.44,903,150,2025-03-15,2027-11-30,Micro Labs,207184.32
MED0638,Atorvastatin 10mg,Antibiotic,Zydus Healthcare,B92331,133.12,467,150,2025-03-15,2027-11-30,Zydus Healthcare,62167.04
MED0639,Azithromycin 500mg,Antibiotic,Reddy Laboratories,B98484,167.03,1212,150,2025-03-15,2027-11-30,Reddy Laboratories,202440.36
MED0640,Amoxicillin 500mg,Vitamin,Abbott India,B46102,28.82,964,150,2025-03-15,2027-11-30,Abbott India,27782.48
MED0641,Vitamin D3 Capsule,Antibiotic,Abbott India,B33265,203.54,696,150,2025-03-15,2027-11-30,Abbott India,141663.84
MED0642,Azithromycin 500mg,Cardiovascular,Abbott India,B57659,163.57,1339,150,2025-03-15,2027-11-30,Abbott India,219020.23
MED0643,Cefixime 200mg,Cardiovascular,SunPharma Ltd,B21369,195.2,704,150,2025-03-15,2027-11-30,SunPharma Ltd,137420.8
MED0644,Paracetamol 650mg,Antihistamine,Reddy Laboratories,B12665,113.98,435,150,2025-03-15,2027-11-30,Reddy Laboratories,49581.3
MED0645,Pantoprazole 40mg,Antidiabetic,Abbott India,B83030,23.12,366,150,2025-03-15,2027-11-30,Abbott India,8461.92
MED0646,Metformin 500mg,Antacid,SunPharma Ltd,B50905,162.77,929,150,2025-03-15,2027-11-30,SunPharma Ltd,151213.33
MED0647,Metformin 500mg,Antibiotic,Micro Labs,B88487,7.26,555,150,2025-03-15,2027-11-30,Micro Labs,4029.3
MED0648,Cefixime 200mg,Anti-inflammatory,Cipla TN,B44426,30.55,1160,150,2025-03-15,2027-11-30,Cipla TN,35438
MED0649,Pantoprazole 40mg,Analgesic,Micro Labs,B41979,52.53,1203,150,2025-03-15,2027-11-30,Micro Labs,63193.59
MED0650,Telmisartan 40mg,Antihistamine,Abbott India,B62483,156.49,1516,150,2025-03-15,2027-11-30,Abbott India,237238.84
MED0651,Pantoprazole 40mg,Cardiovascular,Cipla TN,B89951,232.1,921,150,2025-03-15,2027-11-30,Cipla TN,213764.1
MED0652,Vitamin D3 Capsule,Antidiabetic,Zydus Healthcare,B82195,186.73,1016,150,2025-03-15,2027-11-30,Zydus Healthcare,189717.68
MED0653,Telmisartan 40mg,Analgesic,Abbott India,B31545,194.51,1446,150,2025-03-15,2027-11-30,Abbott India,281261.46
MED0654,Cetirizine Syrup,Antacid,Zydus Healthcare,B85652,245.47,991,150,2025-03-15,2027-11-30,Zydus Healthcare,243260.77
MED0655,Metformin 500mg,Cardiovascular,Abbott India,B14125,41.39,594,150,2025-03-15,2027-11-30,Abbott India,24585.66
MED0656,Cefixime 200mg,Cardiovascular,Cipla TN,B97533,123.49,1607,150,2025-03-15,2027-11-30,Cipla TN,198448.43
MED0657,Paracetamol 650mg,Vitamin,Abbott India,B52448,67.07,1882,150,2025-03-15,2027-11-30,Abbott India,126225.74
MED0658,Cefixime 200mg,Antacid,Zydus Healthcare,B84165,211.58,968,150,2025-03-15,2027-11-30,Zydus Healthcare,204809.44
MED0659,Vitamin D3 Capsule,Cardiovascular,Zydus Healthcare,B84755,165.73,1956,150,2025-03-15,2027-11-30,Zydus Healthcare,324167.88
MED0660,Amoxicillin 500mg,Antacid,Micro Labs,B86579,33.96,1978,150,2025-03-15,2027-11-30,Micro Labs,67172.88
MED0661,Amoxicillin 500mg,Anti-inflammatory,Reddy Laboratories,B95839,110.15,797,150,2025-03-15,2027-11-30,Reddy Laboratories,87789.55
MED0662,Azithromycin 500mg,Anti-inflammatory,Cipla TN,B75355,112.36,1823,150,2025-03-15,2027-11-30,Cipla TN,204832.28
MED0663,Cetirizine Syrup,Anti-inflammatory,Reddy Laboratories,B60637,208.07,1645,150,2025-03-15,2027-11-30,Reddy Laboratories,342275.15
MED0664,Metformin 500mg,Antacid,Abbott India,B12673,212.33,1135,150,2025-03-15,2027-11-30,Abbott India,240994.55
MED0665,Azithromycin 500mg,Analgesic,Abbott India,B62930,224.8,556,150,2025-03-15,2027-11-30,Abbott India,124988.8
MED0666,Ranitidine 150mg,Anti-inflammatory,Abbott India,B52124,69.92,1463,150,2025-03-15,2027-11-30,Abbott India,102292.96
MED0667,Vitamin D3 Capsule,Antacid,Reddy Laboratories,B79499,165.72,1831,150,2025-03-15,2027-11-30,Reddy Laboratories,303433.32
MED0668,Amoxicillin 500mg,Cardiovascular,Zydus Healthcare,B79231,231.88,1543,150,2025-03-15,2027-11-30,Zydus Healthcare,357790.84
MED0669,Cefixime 200mg,Cardiovascular,Zydus Healthcare,B73853,91.76,1025,150,2025-03-15,2027-11-30,Zydus Healthcare,94054
MED0670,Atorvastatin 10mg,Antacid,Zydus Healthcare,B23339,127.67,864,150,2025-03-15,2027-11-30,Zydus Healthcare,110306.88
MED0671,Cefixime 200mg,Anti-inflammatory,Reddy Laboratories,B51074,138.97,392,150,2025-03-15,2027-11-30,Reddy Laboratories,54476.24
MED0672,Amoxicillin 500mg,Antibiotic,Abbott India,B72761,49.11,377,150,2025-03-15,2027-11-30,Abbott India,18514.47
MED0673,Vitamin D3 Capsule,Cardiovascular,Zydus Healthcare,B93725,206.75,1456,150,2025-03-15,2027-11-30,Zydus Healthcare,301028
MED0674,Paracetamol 650mg,Antibiotic,Cipla TN,B31694,150.99,468,150,2025-03-15,2027-11-30,Cipla TN,70663.32
MED0675,Pantoprazole 40mg,Antibiotic,Reddy Laboratories,B39545,77.93,1430,150,2025-03-15,2027-11-30,Reddy Laboratories,111439.9
MED0676,Vitamin D3 Capsule,Antidiabetic,Cipla TN,B68611,79.72,1062,150,2025-03-15,2027-11-30,Cipla TN,84662.64
MED0677,Telmisartan 40mg,Antihistamine,Abbott India,B43135,70.74,576,150,2025-03-15,2027-11-30,Abbott India,40746.24
MED0678,Atorvastatin 10mg,Anti-inflammatory,Cipla TN,B31291,162.46,122,150,2025-03-15,2027-11-30,Cipla TN,19820.12
MED0679,Telmisartan 40mg,Antibiotic,SunPharma Ltd,B25475,75.92,418,150,2025-03-15,2027-11-30,SunPharma Ltd,31734.56
MED0680,Cefixime 200mg,Antacid,Abbott India,B94285,83.64,1293,150,2025-03-15,2027-11-30,Abbott India,108146.52
MED0681,Paracetamol 650mg,Vitamin,Reddy Laboratories,B86593,70.21,259,150,2025-03-15,2027-11-30,Reddy Laboratories,18184.39
MED0682,Cefixime 200mg,Vitamin,Abbott India,B73690,30.02,1339,150,2025-03-15,2027-11-30,Abbott India,40196.78
MED0683,Diclofenac 50mg,Cardiovascular,Reddy Laboratories,B71776,58.9,222,150,2025-03-15,2027-11-30,Reddy Laboratories,13075.8
MED0684,Azithromycin 500mg,Anti-inflammatory,Reddy Laboratories,B54088,10.29,934,150,2025-03-15,2027-11-30,Reddy Laboratories,9610.86
MED0685,Vitamin D3 Capsule,Analgesic,SunPharma Ltd,B45552,185.63,285,150,2025-03-15,2027-11-30,SunPharma Ltd,52904.55
MED0686,Azithromycin 500mg,Cardiovascular,Zydus Healthcare,B53861,50.2,195,150,2025-03-15,2027-11-30,Zydus Healthcare,9789
MED0687,Metformin 500mg,Antihistamine,Zydus Healthcare,B81227,113.92,273,150,2025-03-15,2027-11-30,Zydus Healthcare,31100.16
MED0688,Vitamin D3 Capsule,Vitamin,Reddy Laboratories,B89018,71.59,1385,150,2025-03-15,2027-11-30,Reddy Laboratories,99152.15
MED0689,Amoxicillin 500mg,Antacid,Abbott India,B47575,195.58,1781,150,2025-03-15,2027-11-30,Abbott India,348327.98
MED0690,Metformin 500mg,Vitamin,Abbott India,B45271,133.4,810,150,2025-03-15,2027-11-30,Abbott India,108054
MED0691,Cetirizine Syrup,Cardiovascular,Cipla TN,B25646,71.49,425,150,2025-03-15,2027-11-30,Cipla TN,30383.25
MED0692,Metformin 500mg,Vitamin,Cipla TN,B49266,239.85,1013,150,2025-03-15,2027-11-30,Cipla TN,242968.05
MED0693,Pantoprazole 40mg,Antihistamine,Zydus Healthcare,B44486,21.76,145,150,2025-03-15,2027-11-30,Zydus Healthcare,3155.2
MED0694,Atorvastatin 10mg,Vitamin,Zydus Healthcare,B53162,238.53,1466,150,2025-03-15,2027-11-30,Zydus Healthcare,349684.98
MED0695,Cetirizine Syrup,Vitamin,Zydus Healthcare,B35230,181.02,1017,150,2025-03-15,2027-11-30,Zydus Healthcare,184097.34
MED0696,Vitamin D3 Capsule,Antidiabetic,Micro Labs,B94194,36.74,1468,150,2025-03-15,2027-11-30,Micro Labs,53934.32
MED0697,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B39519,115.95,1248,150,2025-03-15,2027-11-30,Micro Labs,144705.6
MED0698,Cefixime 200mg,Analgesic,Cipla TN,B34732,189.51,483,150,2025-03-15,2027-11-30,Cipla TN,91533.33
MED0699,Diclofenac 50mg,Antacid,Zydus Healthcare,B61940,106.2,948,150,2025-03-15,2027-11-30,Zydus Healthcare,100677.6
MED0700,Pantoprazole 40mg,Antacid,Cipla TN,B26587,184.64,981,150,2025-03-15,2027-11-30,Cipla TN,181131.84
MED0701,Paracetamol 650mg,Antibiotic,Zydus Healthcare,B66577,237.59,1168,150,2025-03-15,2027-11-30,Zydus Healthcare,277505.12
MED0702,Telmisartan 40mg,Vitamin,Zydus Healthcare,B21108,229.1,1662,150,2025-03-15,2027-11-30,Zydus Healthcare,380764.2
MED0703,Telmisartan 40mg,Antihistamine,SunPharma Ltd,B27751,136.58,1690,150,2025-03-15,2027-11-30,SunPharma Ltd,230820.2
MED0704,Diclofenac 50mg,Cardiovascular,Cipla TN,B70403,215.11,607,150,2025-03-15,2027-11-30,Cipla TN,130571.77
MED0705,Metformin 500mg,Antidiabetic,Abbott India,B99622,158.47,1131,150,2025-03-15,2027-11-30,Abbott India,179229.57
MED0706,Azithromycin 500mg,Cardiovascular,SunPharma Ltd,B86553,180.45,1101,150,2025-03-15,2027-11-30,SunPharma Ltd,198675.45
MED0707,Diclofenac 50mg,Antidiabetic,SunPharma Ltd,B28050,35.65,1415,150,2025-03-15,2027-11-30,SunPharma Ltd,50444.75
MED0708,Diclofenac 50mg,Antidiabetic,Zydus Healthcare,B14115,95.26,247,150,2025-03-15,2027-11-30,Zydus Healthcare,23529.22
MED0709,Ranitidine 150mg,Antihistamine,Zydus Healthcare,B53375,51.87,908,150,2025-03-15,2027-11-30,Zydus Healthcare,47097.96
MED0710,Telmisartan 40mg,Cardiovascular,Reddy Laboratories,B32007,102.15,1483,150,2025-03-15,2027-11-30,Reddy Laboratories,151488.45
MED0711,Atorvastatin 10mg,Antidiabetic,Abbott India,B10368,16.05,1330,150,2025-03-15,2027-11-30,Abbott India,21346.5
MED0712,Telmisartan 40mg,Antihistamine,Zydus Healthcare,B37141,44.62,580,150,2025-03-15,2027-11-30,Zydus Healthcare,25879.6
MED0713,Vitamin D3 Capsule,Antacid,SunPharma Ltd,B94984,108.27,1727,150,2025-03-15,2027-11-30,SunPharma Ltd,186982.29
MED0714,Azithromycin 500mg,Antihistamine,Micro Labs,B23333,62.56,1532,150,2025-03-15,2027-11-30,Micro Labs,95841.92
MED0715,Amoxicillin 500mg,Vitamin,Reddy Laboratories,B95958,182.7,1440,150,2025-03-15,2027-11-30,Reddy Laboratories,263088
MED0716,Azithromycin 500mg,Analgesic,Reddy Laboratories,B75210,85.67,820,150,2025-03-15,2027-11-30,Reddy Laboratories,70249.4
MED0717,Metformin 500mg,Cardiovascular,SunPharma Ltd,B87702,73.8,1434,150,2025-03-15,2027-11-30,SunPharma Ltd,105829.2
MED0718,Diclofenac 50mg,Cardiovascular,Zydus Healthcare,B13894,81.68,165,150,2025-03-15,2027-11-30,Zydus Healthcare,13477.2
MED0719,Cefixime 200mg,Analgesic,Micro Labs,B66628,112.42,1924,150,2025-03-15,2027-11-30,Micro Labs,216296.08
MED0720,Cefixime 200mg,Analgesic,Reddy Laboratories,B33853,98.48,427,150,2025-03-15,2027-11-30,Reddy Laboratories,42050.96
MED0721,Metformin 500mg,Antibiotic,Micro Labs,B49899,48.4,659,150,2025-03-15,2027-11-30,Micro Labs,31895.6
MED0722,Ranitidine 150mg,Anti-inflammatory,Micro Labs,B22105,36.5,1494,150,2025-03-15,2027-11-30,Micro Labs,54531
MED0723,Azithromycin 500mg,Antidiabetic,Cipla TN,B54294,236.6,1357,150,2025-03-15,2027-11-30,Cipla TN,321066.2
MED0724,Metformin 500mg,Vitamin,SunPharma Ltd,B51004,126.19,484,150,2025-03-15,2027-11-30,SunPharma Ltd,61075.96
MED0725,Vitamin D3 Capsule,Analgesic,SunPharma Ltd,B50615,149.81,817,150,2025-03-15,2027-11-30,SunPharma Ltd,122394.77
MED0726,Azithromycin 500mg,Analgesic,Micro Labs,B97940,98.08,1421,150,2025-03-15,2027-11-30,Micro Labs,139371.68
MED0727,Paracetamol 650mg,Anti-inflammatory,SunPharma Ltd,B62445,212.26,384,150,2025-03-15,2027-11-30,SunPharma Ltd,81507.84
MED0728,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B42894,51.81,1570,150,2025-03-15,2027-11-30,Micro Labs,81341.7
MED0729,Vitamin D3 Capsule,Antibiotic,Zydus Healthcare,B79914,170.97,1107,150,2025-03-15,2027-11-30,Zydus Healthcare,189263.79
MED0730,Metformin 500mg,Antihistamine,Abbott India,B92158,23.87,360,150,2025-03-15,2027-11-30,Abbott India,8593.2
MED0731,Azithromycin 500mg,Analgesic,Cipla TN,B14987,76.22,1756,150,2025-03-15,2027-11-30,Cipla TN,133842.32
MED0732,Telmisartan 40mg,Antidiabetic,Micro Labs,B95398,20.73,467,150,2025-03-15,2027-11-30,Micro Labs,9680.91
MED0733,Azithromycin 500mg,Vitamin,Abbott India,B39681,34.12,139,150,2025-03-15,2027-11-30,Abbott India,4742.68
MED0734,Telmisartan 40mg,Antihistamine,SunPharma Ltd,B35247,20.63,128,150,2025-03-15,2027-11-30,SunPharma Ltd,2640.64
MED0735,Metformin 500mg,Antihistamine,Zydus Healthcare,B80459,40.42,1604,150,2025-03-15,2027-11-30,Zydus Healthcare,64833.68
MED0736,Cetirizine Syrup,Antihistamine,Zydus Healthcare,B69432,147.35,132,150,2025-03-15,2027-11-30,Zydus Healthcare,19450.2
MED0737,Atorvastatin 10mg,Anti-inflammatory,Micro Labs,B16221,208.85,897,150,2025-03-15,2027-11-30,Micro Labs,187338.45
MED0738,Pantoprazole 40mg,Antibiotic,SunPharma Ltd,B18255,221.27,1468,150,2025-03-15,2027-11-30,SunPharma Ltd,324824.36
MED0739,Ranitidine 150mg,Antidiabetic,Zydus Healthcare,B67649,83.36,951,150,2025-03-15,2027-11-30,Zydus Healthcare,79275.36
MED0740,Azithromycin 500mg,Analgesic,SunPharma Ltd,B84089,205.66,740,150,2025-03-15,2027-11-30,SunPharma Ltd,152188.4
MED0741,Telmisartan 40mg,Cardiovascular,Zydus Healthcare,B89486,164.14,671,150,2025-03-15,2027-11-30,Zydus Healthcare,110137.94
MED0742,Cefixime 200mg,Cardiovascular,Abbott India,B70345,164.11,968,150,2025-03-15,2027-11-30,Abbott India,158858.48
MED0743,Pantoprazole 40mg,Analgesic,SunPharma Ltd,B17261,48.53,1627,150,2025-03-15,2027-11-30,SunPharma Ltd,78958.31
MED0744,Cetirizine Syrup,Antihistamine,Cipla TN,B47589,69.32,1424,150,2025-03-15,2027-11-30,Cipla TN,98711.68
MED0745,Cefixime 200mg,Cardiovascular,Abbott India,B51530,135.99,1365,150,2025-03-15,2027-11-30,Abbott India,185626.35
MED0746,Amoxicillin 500mg,Antihistamine,Micro Labs,B75544,50.27,402,150,2025-03-15,2027-11-30,Micro Labs,20208.54
MED0747,Paracetamol 650mg,Antacid,Zydus Healthcare,B28001,37.05,1999,150,2025-03-15,2027-11-30,Zydus Healthcare,74062.95
MED0748,Metformin 500mg,Antacid,Micro Labs,B79551,116.97,764,150,2025-03-15,2027-11-30,Micro Labs,89365.08
MED0749,Paracetamol 650mg,Cardiovascular,Cipla TN,B15699,169.1,363,150,2025-03-15,2027-11-30,Cipla TN,61383.3
MED0750,Diclofenac 50mg,Antidiabetic,SunPharma Ltd,B35278,113.8,1918,150,2025-03-15,2027-11-30,SunPharma Ltd,218268.4
MED0751,Telmisartan 40mg,Antibiotic,SunPharma Ltd,B34774,218.94,408,150,2025-03-15,2027-11-30,SunPharma Ltd,89327.52
MED0752,Ranitidine 150mg,Antidiabetic,Abbott India,B93574,130.91,1868,150,2025-03-15,2027-11-30,Abbott India,244539.88
MED0753,Vitamin D3 Capsule,Cardiovascular,Cipla TN,B26551,99.87,1079,150,2025-03-15,2027-11-30,Cipla TN,107759.73
MED0754,Vitamin D3 Capsule,Vitamin,Zydus Healthcare,B91210,52.06,910,150,2025-03-15,2027-11-30,Zydus Healthcare,47374.6
MED0755,Amoxicillin 500mg,Analgesic,Micro Labs,B10832,15.01,1464,150,2025-03-15,2027-11-30,Micro Labs,21974.64
MED0756,Telmisartan 40mg,Vitamin,SunPharma Ltd,B50584,10.98,1391,150,2025-03-15,2027-11-30,SunPharma Ltd,15273.18
MED0757,Cetirizine Syrup,Vitamin,Cipla TN,B37535,87.4,237,150,2025-03-15,2027-11-30,Cipla TN,20713.8
MED0758,Cetirizine Syrup,Vitamin,Zydus Healthcare,B69113,74.11,516,150,2025-03-15,2027-11-30,Zydus Healthcare,38240.76
MED0759,Metformin 500mg,Antidiabetic,Reddy Laboratories,B71913,90.29,1080,150,2025-03-15,2027-11-30,Reddy Laboratories,97513.2
MED0760,Azithromycin 500mg,Analgesic,Cipla TN,B10318,38.93,375,150,2025-03-15,2027-11-30,Cipla TN,14598.75
MED0761,Diclofenac 50mg,Antidiabetic,Abbott India,B44055,183.51,580,150,2025-03-15,2027-11-30,Abbott India,106435.8
MED0762,Ranitidine 150mg,Antihistamine,Reddy Laboratories,B27538,169.7,1479,150,2025-03-15,2027-11-30,Reddy Laboratories,250986.3
MED0763,Pantoprazole 40mg,Antihistamine,Cipla TN,B73475,149.32,1903,150,2025-03-15,2027-11-30,Cipla TN,284155.96
MED0764,Telmisartan 40mg,Anti-inflammatory,Reddy Laboratories,B18911,233.43,1580,150,2025-03-15,2027-11-30,Reddy Laboratories,368819.4
MED0765,Ranitidine 150mg,Anti-inflammatory,SunPharma Ltd,B80267,103.85,1771,150,2025-03-15,2027-11-30,SunPharma Ltd,183918.35
MED0766,Metformin 500mg,Antibiotic,Micro Labs,B82604,155.07,1946,150,2025-03-15,2027-11-30,Micro Labs,301766.22
MED0767,Pantoprazole 40mg,Antihistamine,Reddy Laboratories,B97691,99.42,1165,150,2025-03-15,2027-11-30,Reddy Laboratories,115824.3
MED0768,Vitamin D3 Capsule,Analgesic,Cipla TN,B21565,91.59,1234,150,2025-03-15,2027-11-30,Cipla TN,113022.06
MED0769,Azithromycin 500mg,Antibiotic,SunPharma Ltd,B89297,139.45,1202,150,2025-03-15,2027-11-30,SunPharma Ltd,167618.9
MED0770,Paracetamol 650mg,Antacid,Micro Labs,B12846,58.12,1772,150,2025-03-15,2027-11-30,Micro Labs,102988.64
MED0771,Atorvastatin 10mg,Antacid,Abbott India,B37664,58.96,909,150,2025-03-15,2027-11-30,Abbott India,53594.64
MED0772,Cetirizine Syrup,Analgesic,Micro Labs,B73726,106.31,1727,150,2025-03-15,2027-11-30,Micro Labs,183597.37
MED0773,Pantoprazole 40mg,Anti-inflammatory,Zydus Healthcare,B20004,132,350,150,2025-03-15,2027-11-30,Zydus Healthcare,46200
MED0774,Paracetamol 650mg,Antidiabetic,Reddy Laboratories,B55995,57.51,1713,150,2025-03-15,2027-11-30,Reddy Laboratories,98514.63
MED0775,Amoxicillin 500mg,Antidiabetic,Reddy Laboratories,B78541,123.02,1873,150,2025-03-15,2027-11-30,Reddy Laboratories,230416.46
MED0776,Azithromycin 500mg,Antihistamine,Abbott India,B60034,31.99,1439,150,2025-03-15,2027-11-30,Abbott India,46033.61
