DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT0478,Oncology,Thanjavur,Dr. Vijay Subramanian,144,118,26,15,12,16,32,19,Floor 5,Block D,1485560,2234343,Yes,59,Inspection Due,4.4
DEPT0479,Plastic Surgery,Chennai (Main),Dr. Sundar Kumar,120,34,86,11,6,9,55,10,Floor 3,Block A,1222229,1802159,No,11,Fully Operational,4.9
DEPT0480,Endocrinology,Thanjavur,Dr. Dinesh Ganesan,119,23,96,18,8,19,33,15,Floor 2,Block B,547066,983157,Yes,81,Fully Operational,4.6
DEPT0481,Rheumatology,Thanjavur,Dr. Karthik Subramanian,102,99,3,20,8,24,29,20,Floor 4,Block B,956763,1122343,Yes,20,Fully Operational,4.3
DEPT0482,Oncology,Vellore,Dr. Siva Swaminathan,67,10,57,20,13,14,51,25,Floor 7,Block Specialty Tower,468678,830883,Yes,62,Inspection Due,5
DEPT0483,Vascular Surgery,Madurai,Dr. Dinesh Chelliah,46,19,27,13,8,9,17,25,Floor 3,Block Emergency Wing,420627,715643,Yes,18,Fully Operational,4.7
DEPT0484,Cardiothoracic Surgery,Erode,Dr. Murugan Krishnan,63,60,3,4,3,21,57,25,Floor 7,Block B,617798,1040850,Yes,66,Fully Operational,5
DEPT0485,Oncology,Thanjavur,Dr. Senthil Natarajan,136,30,106,23,3,7,29,13,Floor 6,Block Emergency Wing,890176,1214500,Yes,37,Inspection Due,4.9
DEPT0486,Pathology & Lab,Coimbatore,Dr. Prakash Srinivasan,54,15,39,23,10,9,34,9,Floor 6,Block B,535132,877359,Yes,62,Under Maintenance,4.5
DEPT0487,Pediatric Surgery,Coimbatore,Dr. Aravind Chandran,130,92,38,16,13,18,32,19,Floor 4,Block B,1272048,2336769,Yes,77,Fully Operational,4.9
DEPT0488,Pathology & Lab,Chennai (Adyar),Dr. Anand Krishnan,65,17,48,6,4,22,15,23,Floor 7,Block C,1401302,1869512,Yes,24,Inspection Due,4.9
DEPT0489,Pediatric Surgery,Thanjavur,Dr. Ramesh Murugesan,141,87,54,20,10,23,44,12,Floor 7,Block C,1284825,2326159,No,32,Fully Operational,4.5
DEPT0490,Gynecology & Obstetrics,Vellore,Dr. Vijay Pandian,114,78,36,20,8,19,29,21,Floor 5,Block C,1288539,1754466,No,33,Under Maintenance,4.5
DEPT0491,Ophthalmology,Erode,Dr. Mani Pandian,119,42,77,10,5,14,23,10,Floor 6,Block Specialty Tower,1427640,2075551,No,73,Fully Operational,4.6
DEPT0492,Pediatric Surgery,Tiruchirappalli,Dr. Suresh Srinivasan,130,48,82,18,11,5,18,8,Floor 3,Block B,1194829,2130101,Yes,71,Fully Operational,5
DEPT0493,Pulmonology,Tiruchirappalli,Dr. Kannan Sundaram,50,20,30,9,2,10,27,29,Floor 7,Block Specialty Tower,575236,738627,Yes,56,Under Maintenance,4.1
DEPT0494,Cardiology,Tirunelveli,Dr. Ganesh Swaminathan,113,90,23,24,14,5,15,22,Floor 1,Block Specialty Tower,998392,1185594,Yes,42,Fully Operational,4.8
DEPT0495,Endocrinology,Chennai (Main),Dr. Ashok Venkatesh,88,56,32,4,3,9,38,13,Floor 1,Block A,753400,1205397,Yes,12,Fully Operational,4.5
DEPT0496,Psychiatry,Chennai (Adyar),Dr. Prabhu Venkatesh,56,55,1,7,6,21,26,27,Floor 2,Block C,444938,604359,No,59,Fully Operational,4.4
DEPT0497,General Medicine,Tirunelveli,Dr. Siva Krishnan,63,25,38,5,2,13,36,19,Floor 1,Block Specialty Tower,1286684,1666887,No,83,Fully Operational,4.2
DEPT0498,Gastroenterology,Vellore,Dr. Kannan Natarajan,92,70,22,17,6,14,30,14,Floor 4,Block C,1290003,2074279,Yes,45,Under Maintenance,4.3
DEPT0499,Ophthalmology,Coimbatore,Dr. Prabhu Krishnan,61,52,9,19,6,18,49,11,Floor 5,Block B,1204931,1958195,Yes,35,Fully Operational,4.9
DEPT0500,Pediatric Surgery,Chennai (Main),Dr. Murugan Subramanian,82,46,36,5,2,12,52,28,Floor 5,Block A,421292,636264,Yes,11,Fully Operational,4.3
DEPT0501,Nephrology,Vellore,Dr. Anand Balaji,127,76,51,23,14,23,21,16,Floor 3,Block Emergency Wing,783157,1441768,Yes,59,Fully Operational,4.3
DEPT0502,Radiology & Imaging,Chennai (Main),Dr. Ramesh Swaminathan,70,57,13,17,16,18,42,28,Floor 3,Block C,994096,1766035,Yes,58,Fully Operational,4.6
DEPT0503,Gastroenterology,Tirunelveli,Dr. Saravanan Pandian,139,68,71,7,4,21,53,11,Floor 7,Block Emergency Wing,1335211,2017896,Yes,61,Fully Operational,4.3
DEPT0504,Ophthalmology,Thanjavur,Dr. Vignesh Chelliah,108,77,31,24,21,23,18,22,Floor 1,Block D,564130,670511,No,32,Fully Operational,4.5
DEPT0505,Rheumatology,Thanjavur,Dr. Murugan Kumar,42,12,30,8,4,5,50,11,Floor 1,Block Specialty Tower,1125329,1802022,Yes,12,Under Maintenance,4.8
DEPT0506,Neurology,Tiruchirappalli,Dr. Saravanan Pandian,134,94,40,12,11,7,52,18,Floor 1,Block Emergency Wing,1137366,1791844,Yes,70,Fully Operational,5
DEPT0507,Vascular Surgery,Chennai (Main),Dr. Sundar Ganesan,55,42,13,16,7,21,26,26,Floor 6,Block A,442108,612457,Yes,40,Fully Operational,4.4
DEPT0508,Emergency & ICU,Madurai,Dr. Ganesh Venkatesh,113,50,63,16,4,22,48,24,Floor 4,Block C,1283638,2119950,Yes,78,Inspection Due,4.9
DEPT0509,Dermatology,Erode,Dr. Kannan Rajesh,62,39,23,21,8,5,19,24,Floor 4,Block Emergency Wing,620974,950099,No,42,Fully Operational,4.8
DEPT0510,General Medicine,Madurai,Dr. Ramesh Krishnan,129,42,87,4,3,24,30,28,Floor 5,Block B,698422,1041917,Yes,51,Fully Operational,4.8
DEPT0511,Orthopedics,Coimbatore,Dr. Prabhu Murugesan,90,25,65,21,15,7,48,8,Floor 2,Block A,1415009,1884246,Yes,28,Under Maintenance,4.1
DEPT0512,General Medicine,Tiruchirappalli,Dr. Ramesh Swaminathan,123,81,42,13,6,13,39,8,Floor 2,Block C,711373,1026180,Yes,79,Fully Operational,4.2
DEPT0513,Neurology,Madurai,Dr. Senthil Balaji,90,35,55,7,2,9,59,8,Floor 3,Block Emergency Wing,877539,1333867,No,46,Fully Operational,4.7
DEPT0514,Cardiothoracic Surgery,Erode,Dr. Vignesh Swaminathan,96,47,49,5,4,24,34,21,Floor 1,Block B,1106479,1278921,Yes,52,Inspection Due,4.7
DEPT0515,Pulmonology,Coimbatore,Dr. Prabhu Sundaram,112,36,76,20,13,17,22,23,Floor 2,Block Emergency Wing,369835,475020,No,68,Under Maintenance,5
DEPT0516,General Medicine,Coimbatore,Dr. Vignesh Natarajan,64,14,50,11,4,22,45,8,Floor 7,Block B,666590,1058116,Yes,16,Fully Operational,4.3
DEPT0517,Pulmonology,Vellore,Dr. Suresh Krishnan,55,38,17,19,13,21,51,20,Floor 5,Block D,339080,563097,Yes,59,Fully Operational,4.1
DEPT0518,Psychiatry,Chennai (Adyar),Dr. Ramesh Pandian,139,26,113,5,3,7,19,21,Floor 3,Block Specialty Tower,453329,719124,Yes,63,Under Maintenance,5
DEPT0519,Oncology,Chennai (Adyar),Dr. Saravanan Rajesh,125,90,35,7,2,13,16,25,Floor 5,Block C,314677,487276,No,74,Fully Operational,4.7
DEPT0520,Emergency & ICU,Vellore,Dr. Ramesh Balaji,127,78,49,8,2,13,20,26,Floor 5,Block B,834820,1160094,No,56,Under Maintenance,4.5
DEPT0521,Pediatric Surgery,Madurai,Dr. Ganesh Chelliah,136,38,98,8,6,5,37,15,Floor 3,Block C,688550,1071206,Yes,76,Fully Operational,4.8
DEPT0522,Urology,Chennai (Main),Dr. Suresh Venkatesh,104,38,66,13,10,23,17,11,Floor 3,Block A,347850,500939,Yes,45,Fully Operational,4.7
DEPT0523,Pediatrics,Tiruchirappalli,Dr. Sundar Pandian,126,23,103,11,5,11,33,22,Floor 6,Block D,416189,635173,No,62,Fully Operational,4.4
DEPT0524,Radiology & Imaging,Salem,Dr. Ganesh Swaminathan,134,46,88,9,3,6,59,20,Floor 3,Block B,968795,1745364,Yes,31,Fully Operational,4.9
DEPT0525,Gynecology & Obstetrics,Tirunelveli,Dr. Prakash Kumar,94,60,34,14,13,12,36,11,Floor 3,Block A,650041,902971,No,68,Fully Operational,4.6
DEPT0526,Pediatric Surgery,Tiruchirappalli,Dr. Aravind Swaminathan,89,50,39,5,2,24,58,9,Floor 2,Block A,1185155,1494241,Yes,47,Fully Operational,4.7
DEPT0527,Vascular Surgery,Vellore,Dr. Mani Krishnan,121,89,32,18,17,12,27,18,Floor 4,Block Emergency Wing,1346072,2473818,Yes,31,Fully Operational,4.1
DEPT0528,Pathology & Lab,Tirunelveli,Dr. Karthik Rajesh,87,14,73,6,4,14,33,12,Floor 7,Block Specialty Tower,952428,1717083,Yes,34,Fully Operational,4.3
DEPT0529,Dermatology,Tirunelveli,Dr. Aravind Srinivasan,125,22,103,24,2,23,47,11,Floor 2,Block C,645395,834101,Yes,79,Fully Operational,4.2
DEPT0530,General Medicine,Erode,Dr. Saravanan Sundaram,145,86,59,18,13,9,51,25,Floor 4,Block C,1050310,1249407,Yes,65,Fully Operational,4.6
DEPT0531,Cardiology,Chennai (Main),Dr. Ramesh Rajesh,146,116,30,21,18,6,53,14,Floor 2,Block Specialty Tower,1366978,2391816,No,70,Fully Operational,4.4
DEPT0532,Pulmonology,Madurai,Dr. Mani Chelliah,43,10,33,6,2,21,28,16,Floor 6,Block C,534745,888208,Yes,65,Under Maintenance,4.6
DEPT0533,Anaesthesiology,Salem,Dr. Ashok Raman,46,45,1,12,11,13,21,22,Floor 4,Block C,508106,632423,Yes,64,Fully Operational,4.1
DEPT0534,Urology,Tirunelveli,Dr. Ashok Murugesan,95,53,42,9,5,16,24,25,Floor 2,Block D,947302,1487068,No,16,Inspection Due,4.9
DEPT0535,Cardiology,Chennai (Adyar),Dr. Ashok Subramanian,61,13,48,23,7,10,40,18,Floor 2,Block A,825403,1275195,Yes,44,Fully Operational,4.4
DEPT0536,Pathology & Lab,Tiruchirappalli,Dr. Ashok Srinivasan,144,125,19,16,7,7,42,14,Floor 5,Block Specialty Tower,1245032,1779619,Yes,44,Fully Operational,4.2
DEPT0537,Cardiothoracic Surgery,Tirunelveli,Dr. Kannan Chelliah,83,74,9,22,17,19,30,18,Floor 6,Block C,661998,784143,Yes,82,Fully Operational,4.1
DEPT0538,Urology,Madurai,Dr. Suresh Kumar,110,21,89,23,20,21,50,10,Floor 1,Block B,1202810,1912444,Yes,23,Fully Operational,4.3
DEPT0539,Pediatric Surgery,Salem,Dr. Karthik Balaji,58,22,36,9,8,20,38,23,Floor 2,Block Specialty Tower,566152,716037,Yes,54,Fully Operational,4.7
DEPT0540,Cardiothoracic Surgery,Coimbatore,Dr. Arun Subramanian,58,16,42,18,16,10,17,13,Floor 7,Block B,500798,867433,Yes,71,Under Maintenance,4.3
DEPT0541,Plastic Surgery,Tirunelveli,Dr. Vijay Swaminathan,132,53,79,8,6,23,40,12,Floor 3,Block Specialty Tower,371325,431943,Yes,16,Fully Operational,4.9
DEPT0542,Rheumatology,Vellore,Dr. Ganesh Rajesh,118,63,55,8,6,7,41,15,Floor 4,Block B,1421470,2469491,Yes,17,Under Maintenance,4.7
DEPT0543,Vascular Surgery,Tiruchirappalli,Dr. Murugan Pandian,41,27,14,12,3,6,17,23,Floor 3,Block D,1306840,2148072,Yes,20,Fully Operational,4.9
DEPT0544,Endocrinology,Tirunelveli,Dr. Siva Swaminathan,59,54,5,5,4,6,28,11,Floor 1,Block Emergency Wing,499330,756728,Yes,81,Fully Operational,4.6
DEPT0545,Nephrology,Tiruchirappalli,Dr. Ganesh Murugesan,62,12,50,23,11,13,48,12,Floor 4,Block Emergency Wing,1117276,1695025,No,72,Under Maintenance,4.8
DEPT0546,Pediatric Surgery,Salem,Dr. Ganesh Pandian,51,16,35,20,2,22,40,22,Floor 3,Block D,1016861,1742955,Yes,74,Under Maintenance,4.1
DEPT0547,Endocrinology,Coimbatore,Dr. Murugan Chelliah,116,101,15,4,2,10,22,11,Floor 5,Block A,877621,1348271,Yes,61,Fully Operational,4.4
DEPT0548,Rheumatology,Tiruchirappalli,Dr. Prabhu Raman,98,16,82,20,17,21,34,9,Floor 3,Block B,747392,1242842,Yes,50,Fully Operational,4.6
DEPT0549,Pathology & Lab,Thanjavur,Dr. Dinesh Murugesan,132,66,66,20,10,22,50,16,Floor 4,Block C,1360726,2259859,Yes,77,Fully Operational,4.4
DEPT0550,Plastic Surgery,Salem,Dr. Prakash Venkatesh,132,12,120,23,11,5,57,19,Floor 6,Block A,524839,954198,No,19,Fully Operational,4.5
DEPT0551,Cardiology,Thanjavur,Dr. Mani Srinivasan,55,52,3,13,2,18,36,11,Floor 3,Block B,926854,1268800,No,63,Fully Operational,4.3
DEPT0552,Rheumatology,Tiruchirappalli,Dr. Prakash Balaji,144,77,67,16,12,8,48,16,Floor 4,Block B,798149,1460319,Yes,14,Fully Operational,4.6
DEPT0553,Vascular Surgery,Thanjavur,Dr. Ashok Murugesan,145,70,75,22,11,10,19,13,Floor 7,Block C,1034647,1755671,Yes,68,Fully Operational,4.8
DEPT0554,ENT,Erode,Dr. Aravind Subramanian,138,83,55,5,3,15,30,28,Floor 3,Block B,1143224,1651319,Yes,56,Fully Operational,4
DEPT0555,Anaesthesiology,Coimbatore,Dr. Karthik Subramanian,67,27,40,11,4,10,15,15,Floor 1,Block C,1369527,1665807,Yes,19,Fully Operational,4.1
DEPT0556,Dermatology,Chennai (Main),Dr. Ganesh Chelliah,99,79,20,20,19,9,32,24,Floor 6,Block Emergency Wing,437116,713504,Yes,15,Fully Operational,4.9
DEPT0557,Pediatrics,Thanjavur,Dr. Saravanan Murugesan,149,10,139,5,4,14,34,14,Floor 5,Block Emergency Wing,1128667,1875983,Yes,35,Fully Operational,4.3
DEPT0558,Gastroenterology,Tiruchirappalli,Dr. Ganesh Rajesh,97,63,34,5,4,17,49,22,Floor 1,Block B,505538,787201,No,15,Fully Operational,4.3
DEPT0559,Dermatology,Vellore,Dr. Saravanan Srinivasan,43,31,12,21,4,21,38,9,Floor 5,Block Specialty Tower,1359214,2200008,Yes,12,Inspection Due,4.8
DEPT0560,Psychiatry,Thanjavur,Dr. Siva Subramanian,72,35,37,19,9,21,54,14,Floor 1,Block Emergency Wing,945687,1416999,Yes,21,Fully Operational,4.8
DEPT0561,Nephrology,Tirunelveli,Dr. Murugan Subramanian,140,57,83,12,8,24,28,18,Floor 7,Block Emergency Wing,595625,1054251,Yes,83,Fully Operational,4.4
DEPT0562,Oncology,Chennai (Main),Dr. Arun Rajesh,127,18,109,10,9,23,53,13,Floor 2,Block C,853098,1057242,No,51,Fully Operational,4.5
DEPT0563,Nephrology,Madurai,Dr. Mani Subramanian,131,97,34,8,6,16,49,15,Floor 6,Block B,1378449,2384677,No,18,Fully Operational,4.2
DEPT0564,Pediatrics,Chennai (Main),Dr. Murugan Krishnan,77,28,49,19,4,14,32,20,Floor 2,Block B,1317977,2373546,Yes,67,Under Maintenance,4.5
DEPT0565,Dermatology,Vellore,Dr. Vignesh Sundaram,149,103,46,24,20,20,38,19,Floor 5,Block D,1276230,1566822,Yes,78,Under Maintenance,4.4
DEPT0566,Psychiatry,Madurai,Dr. Vignesh Venkatesh,114,26,88,21,12,20,58,20,Floor 3,Block B,542718,641255,Yes,81,Fully Operational,4.6
DEPT0567,Radiology & Imaging,Madurai,Dr. Prabhu Murugesan,120,21,99,9,4,15,55,28,Floor 5,Block Specialty Tower,1141464,1962045,Yes,61,Fully Operational,4.6
DEPT0568,Neurology,Chennai (Adyar),Dr. Suresh Sundaram,131,90,41,17,8,23,15,27,Floor 7,Block Specialty Tower,519601,808767,Yes,51,Fully Operational,4.5
DEPT0569,Dermatology,Erode,Dr. Aravind Raman,116,54,62,22,13,21,44,29,Floor 4,Block D,1304735,1766661,Yes,16,Fully Operational,5
DEPT0570,Anaesthesiology,Madurai,Dr. Aravind Sundaram,75,49,26,19,6,14,59,21,Floor 7,Block Emergency Wing,1127013,1298999,Yes,47,Fully Operational,4.3
DEPT0571,Gastroenterology,Coimbatore,Dr. Siva Chelliah,47,25,22,12,4,9,34,21,Floor 4,Block B,911781,1131737,Yes,60,Fully Operational,4
DEPT0572,Pulmonology,Chennai (Main),Dr. Kannan Chelliah,93,20,73,24,9,12,46,21,Floor 5,Block C,994911,1650949,Yes,71,Fully Operational,4.1
DEPT0573,Endocrinology,Thanjavur,Dr. Murugan Srinivasan,136,55,81,17,9,20,28,8,Floor 2,Block A,1224914,1787251,No,65,Fully Operational,4.2
DEPT0574,Pediatric Surgery,Chennai (Main),Dr. Ashok Venkatesh,132,96,36,16,9,21,28,28,Floor 6,Block Emergency Wing,1389766,1898688,Yes,15,Fully Operational,4
DEPT0575,Pulmonology,Madurai,Dr. Kannan Swaminathan,143,102,41,4,3,11,43,29,Floor 5,Block Emergency Wing,548827,987588,No,22,Fully Operational,4.1
DEPT0576,ENT,Tiruchirappalli,Dr. Prabhu Srinivasan,115,45,70,23,9,21,54,28,Floor 5,Block Specialty Tower,640641,1182624,Yes,16,Fully Operational,4.9
DEPT0577,Anaesthesiology,Salem,Dr. Ashok Murugesan,132,68,64,9,6,21,36,24,Floor 5,Block C,1154967,2021232,Yes,57,Fully Operational,4.5
DEPT0578,Orthopedics,Madurai,Dr. Dinesh Chandran,116,60,56,15,8,9,20,14,Floor 2,Block B,486351,796814,Yes,30,Fully Operational,4.6
DEPT0579,Dermatology,Tiruchirappalli,Dr. Senthil Kumar,82,50,32,8,2,14,42,21,Floor 4,Block Emergency Wing,554547,922697,Yes,29,Fully Operational,4.8
DEPT0580,Urology,Erode,Dr. Ramesh Subramanian,77,61,16,18,15,16,43,19,Floor 7,Block Emergency Wing,1227724,1719094,Yes,24,Fully Operational,4.7
DEPT0581,Pathology & Lab,Thanjavur,Dr. Vijay Pandian,126,102,24,12,6,24,23,28,Floor 1,Block D,1421322,2173803,No,78,Fully Operational,4.2
DEPT0582,Pulmonology,Vellore,Dr. Vijay Chelliah,41,23,18,6,3,10,57,28,Floor 2,Block D,1449380,1965030,Yes,12,Under Maintenance,4.2
DEPT0583,Ophthalmology,Chennai (Main),Dr. Arun Sundaram,144,78,66,18,16,7,33,10,Floor 6,Block D,371326,597395,Yes,84,Fully Operational,4.3
DEPT0584,Vascular Surgery,Chennai (Main),Dr. Senthil Chelliah,65,62,3,13,9,16,39,29,Floor 7,Block C,1353367,2162918,No,56,Fully Operational,4.4
DEPT0585,Cardiology,Thanjavur,Dr. Aravind Srinivasan,117,81,36,9,5,19,15,18,Floor 4,Block A,1277666,2228112,Yes,43,Fully Operational,4.3
DEPT0586,Dermatology,Erode,Dr. Aravind Krishnan,145,31,114,4,3,17,49,18,Floor 3,Block C,587374,1040224,Yes,33,Fully Operational,4.3
DEPT0587,Emergency & ICU,Vellore,Dr. Anand Raman,76,57,19,10,2,16,35,18,Floor 4,Block C,1497753,1961224,Yes,43,Fully Operational,4.5
DEPT0588,Plastic Surgery,Tirunelveli,Dr. Ashok Murugesan,148,44,104,22,7,23,22,21,Floor 2,Block C,1312494,2110011,Yes,37,Fully Operational,4.5
DEPT0589,Cardiothoracic Surgery,Chennai (Adyar),Dr. Senthil Balaji,94,89,5,13,4,21,42,26,Floor 5,Block D,521516,960137,No,26,Fully Operational,4.6
DEPT0590,Neurology,Salem,Dr. Saravanan Balaji,73,42,31,15,11,12,47,19,Floor 2,Block C,1103995,1670627,Yes,76,Fully Operational,4.9
DEPT0591,Gastroenterology,Coimbatore,Dr. Anand Ganesan,144,19,125,9,2,5,36,19,Floor 5,Block Emergency Wing,1439391,2162330,Yes,49,Fully Operational,4.5
DEPT0592,Cardiology,Thanjavur,Dr. Ashok Chandran,138,115,23,22,9,11,47,19,Floor 5,Block D,510084,908187,No,30,Fully Operational,4.7
DEPT0593,Gastroenterology,Coimbatore,Dr. Anand Subramanian,63,33,30,14,12,12,24,15,Floor 4,Block A,917542,1363897,Yes,52,Fully Operational,4.6
DEPT0594,Orthopedics,Tirunelveli,Dr. Sundar Srinivasan,54,11,43,22,13,24,50,10,Floor 5,Block C,1131460,1457154,No,37,Inspection Due,4.9
DEPT0595,Neurology,Salem,Dr. Ashok Balaji,86,30,56,23,12,5,51,20,Floor 5,Block Specialty Tower,1291120,2305077,No,68,Fully Operational,4.4
DEPT0596,Cardiothoracic Surgery,Salem,Dr. Ashok Murugesan,44,18,26,17,9,18,58,17,Floor 6,Block D,1096787,1498433,Yes,28,Fully Operational,4
DEPT0597,Nephrology,Coimbatore,Dr. Senthil Swaminathan,97,14,83,19,18,10,46,27,Floor 4,Block B,1204401,1491749,Yes,53,Fully Operational,4.5
DEPT0598,Psychiatry,Salem,Dr. Sundar Venkatesh,127,29,98,17,6,13,54,9,Floor 4,Block Emergency Wing,714287,864971,Yes,53,Fully Operational,4.7
DEPT0599,Rheumatology,Madurai,Dr. Ramesh Swaminathan,106,48,58,9,8,10,24,23,Floor 3,Block Emergency Wing,589596,839595,Yes,60,Fully Operational,4.7
DEPT0600,Psychiatry,Tirunelveli,Dr. Kannan Chandran,143,58,85,12,5,17,48,11,Floor 6,Block Emergency Wing,933537,1086011,Yes,28,Fully Operational,5
DEPT0601,Rheumatology,Thanjavur,Dr. Saravanan Kumar,125,22,103,20,10,16,28,21,Floor 7,Block Emergency Wing,461298,726807,Yes,80,Fully Operational,4.8
DEPT0602,Radiology & Imaging,Salem,Dr. Sundar Pandian,53,30,23,11,4,22,49,20,Floor 4,Block B,786649,966597,Yes,56,Fully Operational,4.2
DEPT0603,Ophthalmology,Thanjavur,Dr. Karthik Kumar,101,88,13,19,13,10,20,19,Floor 1,Block D,534295,683523,Yes,65,Fully Operational,4
DEPT0604,Oncology,Vellore,Dr. Vignesh Srinivasan,72,32,40,24,13,6,27,11,Floor 4,Block B,1477970,2249529,No,38,Fully Operational,4.6
DEPT0605,Psychiatry,Chennai (Adyar),Dr. Vignesh Venkatesh,53,15,38,13,9,21,39,19,Floor 1,Block Emergency Wing,524402,643618,No,68,Fully Operational,4.8
DEPT0606,Gynecology & Obstetrics,Chennai (Main),Dr. Sundar Krishnan,128,32,96,14,13,17,50,14,Floor 2,Block Specialty Tower,820766,1062263,Yes,61,Fully Operational,4.9
DEPT0607,ENT,Chennai (Main),Dr. Arun Ganesan,118,109,9,6,3,12,59,26,Floor 6,Block Emergency Wing,916798,1687786,Yes,71,Under Maintenance,4
DEPT0608,Dermatology,Salem,Dr. Saravanan Rajesh,107,51,56,8,3,14,37,29,Floor 4,Block C,1456714,1687095,Yes,18,Fully Operational,4.6
DEPT0609,Urology,Tirunelveli,Dr. Anand Subramanian,132,24,108,4,3,24,47,16,Floor 4,Block D,1239989,2022621,Yes,54,Fully Operational,4.6
DEPT0610,Pulmonology,Thanjavur,Dr. Prakash Chelliah,51,40,11,17,4,16,46,25,Floor 5,Block A,995202,1320162,Yes,13,Fully Operational,4.3
DEPT0611,Gastroenterology,Tiruchirappalli,Dr. Kannan Kumar,79,22,57,23,6,22,29,19,Floor 5,Block A,356440,622523,Yes,29,Fully Operational,4.1
DEPT0612,General Medicine,Salem,Dr. Sundar Kumar,96,92,4,4,2,17,41,13,Floor 3,Block Specialty Tower,318781,375272,Yes,60,Fully Operational,4.1
DEPT0613,Neurology,Madurai,Dr. Aravind Murugesan,130,66,64,5,3,11,21,25,Floor 4,Block B,699769,982986,No,29,Fully Operational,4.4
DEPT0614,Vascular Surgery,Chennai (Main),Dr. Kannan Ganesan,49,10,39,11,6,22,16,23,Floor 4,Block A,1309602,1955078,Yes,35,Fully Operational,4.8
DEPT0615,Cardiothoracic Surgery,Chennai (Adyar),Dr. Sundar Venkatesh,54,26,28,24,19,10,37,21,Floor 7,Block C,882438,1598060,No,72,Fully Operational,4.5
DEPT0616,Dermatology,Salem,Dr. Arun Krishnan,52,18,34,5,2,9,57,29,Floor 3,Block B,332175,503670,Yes,22,Fully Operational,4.5
DEPT0617,Psychiatry,Coimbatore,Dr. Karthik Chelliah,97,14,83,16,7,9,46,26,Floor 5,Block D,1261169,1540457,Yes,69,Inspection Due,4.8
DEPT0618,Vascular Surgery,Madurai,Dr. Arun Venkatesh,109,37,72,6,4,14,37,13,Floor 2,Block A,1139232,1655259,Yes,69,Inspection Due,4.5
DEPT0619,Dermatology,Coimbatore,Dr. Ashok Kumar,66,57,9,15,4,12,58,22,Floor 2,Block Emergency Wing,625341,906544,No,41,Fully Operational,5
DEPT0620,Nephrology,Thanjavur,Dr. Siva Kumar,56,13,43,8,5,18,24,21,Floor 4,Block A,363146,585638,Yes,38,Fully Operational,4.9
DEPT0621,Nephrology,Thanjavur,Dr. Ganesh Chandran,113,30,83,9,4,12,45,16,Floor 5,Block Emergency Wing,947937,1451221,Yes,43,Fully Operational,4.5
DEPT0622,Emergency & ICU,Thanjavur,Dr. Dinesh Chandran,128,58,70,8,3,13,20,25,Floor 6,Block C,369837,520728,No,51,Under Maintenance,4.2
DEPT0623,General Medicine,Tiruchirappalli,Dr. Vijay Balaji,149,142,7,14,2,9,34,10,Floor 5,Block B,693522,1251291,Yes,12,Fully Operational,4.4
DEPT0624,Vascular Surgery,Thanjavur,Dr. Anand Venkatesh,73,18,55,22,14,9,55,20,Floor 1,Block A,1224159,2182414,Yes,61,Under Maintenance,4.5
DEPT0625,Gynecology & Obstetrics,Erode,Dr. Murugan Srinivasan,91,57,34,6,3,5,24,22,Floor 7,Block D,1040749,1834472,Yes,76,Fully Operational,4.8
DEPT0626,Gastroenterology,Salem,Dr. Saravanan Murugesan,144,137,7,6,4,15,52,10,Floor 3,Block Specialty Tower,550476,877554,Yes,77,Fully Operational,4.3
DEPT0627,Vascular Surgery,Coimbatore,Dr. Prakash Ganesan,50,15,35,15,12,13,39,17,Floor 3,Block C,894003,1608806,Yes,51,Fully Operational,4.2
DEPT0628,Plastic Surgery,Tiruchirappalli,Dr. Murugan Swaminathan,52,31,21,6,4,18,32,21,Floor 5,Block Emergency Wing,1184237,1616908,Yes,32,Fully Operational,4.3
DEPT0629,Pathology & Lab,Coimbatore,Dr. Siva Krishnan,122,36,86,11,7,24,37,22,Floor 3,Block C,1281769,2042240,No,20,Fully Operational,5
DEPT0630,Radiology & Imaging,Chennai (Adyar),Dr. Vignesh Chandran,46,25,21,17,6,13,18,11,Floor 1,Block D,1155877,2052013,Yes,71,Fully Operational,4.8
DEPT0631,Neurology,Madurai,Dr. Murugan Venkatesh,81,22,59,17,16,22,47,28,Floor 7,Block Specialty Tower,461860,814260,No,57,Fully Operational,4
DEPT0632,General Medicine,Tiruchirappalli,Dr. Vignesh Venkatesh,140,105,35,5,3,21,21,18,Floor 4,Block Emergency Wing,1383685,2281613,Yes,51,Fully Operational,4.1
DEPT0633,Pediatric Surgery,Chennai (Main),Dr. Vignesh Pandian,84,36,48,23,19,20,16,12,Floor 2,Block C,1185978,1425583,No,16,Fully Operational,4.9
DEPT0634,Pathology & Lab,Chennai (Main),Dr. Prakash Pandian,68,66,2,8,6,10,16,13,Floor 6,Block C,1044067,1707797,No,18,Fully Operational,4.1
DEPT0635,Urology,Madurai,Dr. Karthik Sundaram,92,25,67,22,17,15,40,15,Floor 7,Block A,1125177,1355578,No,69,Fully Operational,4.2
DEPT0636,Ophthalmology,Thanjavur,Dr. Ramesh Natarajan,64,47,17,24,20,22,16,21,Floor 5,Block B,402063,640441,No,17,Fully Operational,4.6
